title,image_url,category,era,size_and_description
雞缸杯,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=649807&randomCode=1019221196,陶瓷器,清 乾隆,高6.7公分 口徑8.0公分 底徑4.0公分 形制、花紋釉色均同的尚有一件。底均有青花書「大清乾隆仿古」六篆字款。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088698&randomCode=384261560,陶瓷器,明 正德,高4.3公分 口徑20.5公分 底徑12.5公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088618&randomCode=1445468166,陶瓷器,明 正德,高4.2公分 口徑20.6公分 底徑11.5公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088639&randomCode=680300466,陶瓷器,明 正德,高4.4公分 口徑20.5公分 底徑11.9公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088719&randomCode=1821910492,陶瓷器,明 正德,高4.3公分 口徑21.0公分 底徑12.1公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088642&randomCode=988958646,陶瓷器,明 正德,高4.3公分 口徑21.0公分 底徑12.4公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088722&randomCode=1563225069,陶瓷器,明 正德,高4.2公分 口徑21.2公分 底徑12.0公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088725&randomCode=787336913,陶瓷器,明 正德,高3.7公分 口徑15.5公分 底徑8.5公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088645&randomCode=628597004,陶瓷器,明 正德,高3.7公分 口徑15.4公分 底徑9.0公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088648&randomCode=348638782,陶瓷器,明 正德,高3.5公分 口徑15.4公分 底徑9.6公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088728&randomCode=1242115728,陶瓷器,明 正德,高3.5公分 口徑15.4公分 底徑9.0公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088701&randomCode=833680147,陶瓷器,明 正德,高3.7公分 口徑15.4公分 底徑8.5公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088621&randomCode=1238654318,陶瓷器,明 正德,高3.7公分 口徑15.3公分 底徑8.9公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088651&randomCode=1598847847,陶瓷器,明 正德,高3.7公分 口徑15.2公分 底徑8.5公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088731&randomCode=343278554,陶瓷器,明 正德,高3.8公分 口徑15.5公分 底徑8.9公分 侈口，淺壁弧形，矮圈足。胎質稍厚，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
黃釉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1088654&randomCode=1564955774,陶瓷器,明 正德,高3.7公分 口徑15.5公分 底徑8.6公分 侈口窄唇，淺壁，矮圈足。胎質較薄，器內外壁滿施嬌黃釉，盤底純白，樸素無紋飾。底有青花書「大明正德年製」二行六字楷款，外加雙圈。
白瓷描紅九龍紋雙耳扁壺,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=655204&randomCode=65051037,陶瓷器,清 乾隆,高14.7公分 口徑2.4公分 底徑長4.6公分 寬2.6公分 斂口，短頸，腹部扁圖，矮圈足，頸飾兩龍形耳。頸上畫硃紅雲蝠魚磬，腹部畫雲龍九條，底邊飾波濤紋，足畫回紋，兩耳硃紅，器內及底翠青色，口沿描金。底有硃紅書「大清乾隆年製」六篆字款。
青花轉枝四季花卉紋水盛,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=656301&randomCode=266504657,陶瓷器,明 宣德,高6.8公分 口徑7.4公分 足徑3.8公分 斂圓口，鼓腹，上下內斂，器心凸出，淺凹足。器心畫一折枝菊花，外加雙青圈，內壁無紋。外壁口沿下畫轉枝蓮花、葉紋一周。腹部則飾牡丹、茶花、芙蓉、月季等花卉，底邊飾仰蓮瓣紋及卷草紋各一道，上下共加青線八道。青釉發色稍暗，間有褐綠色斑，外底凹足施白釉，釉上開片。胎骨均勻，器內可見拉坯遺痕，圈足露胎，細膩潔白，胎釉間呈淺橘色。器腹茶花上邊橫書「大明宣德年製」一行六字楷款。
龍泉窯 青瓷劃花蓮瓣紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=341396&randomCode=28506393257,陶瓷器,明早期,高9.5公分 口徑20.1公分 底徑6.0公分 蓮子碗造型，廣口、圓唇、深腹、小圈足。以劃花為飾，器表通壁為窄長條狀尖首蓮瓣紋，器裡通壁作轉枝花卉。刀筆快速，枝蔓曲繞自如。裡心為一朵六出尖瓣的花朵。裹足滿釉，釉色較偏翠綠色調；足內一環形無釉墊燒區。
天藍釉白蝶紋花口盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=656308&randomCode=237972812,陶瓷器,清 乾隆,高5.5公分 口徑27.6公分 底徑14.6公分 盤作折沿八瓣菱花形，弧形淺壁，底以青花書「大清乾隆年製」六字篆款。整件作品罩施一層天藍色薄釉，釉質勻潤透亮，藍釉之上再裝飾以白色的花蝶紋，由於紋飾微微浮凸於器表，加上白釉泛出珍珠般的光澤，在天藍底釉襯托下，令人產生漆器「螺鈿」的聯想。 所謂「螺鈿」，簡而言之，即以貝殼薄片切割成人物、鳥獸、花草的圖案，鑲嵌於器表再加以髹漆的裝飾技法。明曹昭《格古要論》提到：元朝的豪富之家曾不惜投注巨資，耗費時間與物力來追求華麗精緻的「螺鈿」漆器。乾隆官窯以康熙時期創燒的天藍底釉，搭配以色澤典雅的白釉圖案，企圖呈現螺鈿視覺效果，未嘗不能視為另類的模仿與創新。
龍泉窯 青瓷拱花番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=341402&randomCode=69946765801,陶瓷器,明,高12.5公分 口徑25.0公分 底徑14.7公分 墩子碗，寬直口，圓唇稜，圈足。以刻花為飾，外壁作剔地拱花，浮雕出八朵連枝番蓮紋，花葉布置繁密；內壁則以陰線刻出相同的紋樣。內底平鋪寶相菊花，從格紋花心向外輻射雙層花瓣，剔刻細緻，使內層花瓣浮拱於外層花瓣上。圈足壁刻回紋一周。裹足滿釉，足裡環形無釉墊燒區。
青花纏枝花卉紋盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=400204&randomCode=2053794775,陶瓷器,清,高4.7公分 口徑38.5公分 底徑18.5公分 盤，敞口，淺斜壁，矮圈足。盤內口緣畫青花弦紋雙圈盤，其內滿畫青花纏枝花卉與葉紋，盤外壁畫有蝙蝠四隻。
霽青釉描金番蓮紋葫蘆瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=173500&randomCode=72255827959,陶瓷器,清 嘉慶,高31.0公分  口徑3.6公分 底徑9.5公分 器呈葫蘆形，整器以霽青為地，金彩繪飾戟、如意、纏枝番蓮、龍等吉祥圖案，金碧輝煌，更添吉祥熱鬧的氣息。器底有繪鈐有「大清嘉慶年製」六字篆款。
粉彩秋菊鵪鶉圖蓋罐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=655256&randomCode=858750582,陶瓷器,清 乾隆,高25.2公分 口徑7.6公分 底徑8.2公分 斂口，短頸，長腹，矮圈足，帶蓋。腹部白釉地，彩畫各色菊花、鵪鶉，寓意「安居」。間飾湖石、花草。口、足皆施黃綠釉，彩畫番蓮、回紋及如意雲。器內及底各施湖綠色釉。底紅料書「大清乾隆年製」，六字篆款，外加單方框。
青花幾何紋壯罐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=656315&randomCode=1433017005,陶瓷器,清 乾隆,通高28.1公分 高22.6公分 口徑12.5公分 底徑10.7公分 斂口，短頸，長腹，矮圈足，帶圓頂蓋。胎質較厚，通體白釉。頸上青花畫波濤紋。腹部中段畫錦格紋，加畫番蓮、波濤等紋飾，上下分畫纏枝番蓮花。足畫雲頭紋，加飾花瓣。蓋面滿畫錦格紋，加畫番蓮、波濤等紋飾。
青花幾何紋壯罐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=656322&randomCode=988958646,陶瓷器,清 乾隆,通高29.7公分 高23.0公分 口徑12.5公分 底徑11.0公分 斂口，短頸，長腹，矮圈足，帶圓頂蓋。胎質較厚，通體白釉。頸上青花畫波濤紋。腹部中段畫錦格紋，加畫番蓮、波濤等紋飾，上下分畫纏枝番蓮花。足畫雲頭紋，加飾花瓣。蓋面滿畫錦格紋，加畫番蓮、波濤等紋飾。
琺瑯彩黃地剔花菊花碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=319454&randomCode=64180737972,陶瓷器,清 乾隆,高7.5公分 口徑15.7公分 底徑6.7公分 深弧壁，矮圈足，內底白釉上彩繪魚藻紋，外壁黃地上錐剔繡球花形錦紋，餘隙畫折枝菊花、野菊三枝，口、足留白並各錐剔線紋一道。胎薄透光，底藍料書「乾隆年製」四字二行楷款，外加雙方框。
青花花卉紋觚,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1158771&randomCode=1930677644,陶瓷器,明,高27.5公分 口徑12.5公分 底徑13.0公分 仿銅器觚形，頸細長，腹足各飾四稜。口唇下畫花卉八朵，頸上畫纏枝花葉及蕉葉紋，腹部畫纏枝牽牛花四朵，足上畫番蓮四枝，蕉葉一周，花紋間加飾青線十道。
青花龍鳳紋葵式洗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=124127&randomCode=1955579966,陶瓷器,明 宣德,高4.8公分 深3.5公分 口徑20.6公分 足徑16.0公分 侈口，淺壁，內底心略拱，淺圈足，外底略凹。器心雙圈內畫龍鳳一對，遊戲雲間，內壁白釉無紋，外壁亦飾十團龍鳳雲紋，口沿內外及底邊均飾雙青線。器壁胎骨均勻，底部微厚，青花濃艷，深淺不一。器底雙青圈內青花書「大明宣德年製」二行六字楷款。
鈞窯 月白紫斑梅瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1225395&randomCode=1119166710,陶瓷器,元,高35.5公分 口徑4.1公分 足徑11.1公分 瓶小口出沿，口上作一細稜，短頸，溜肩，長腹，足脛外撇，短圈足。通體罩施月白色釉，釉色灰藍，釉面局部有漬痕，釉表開大紋片，瓶肩兩面各有一變形蟲式的銅紅斑，施釉至足際，足底無釉，露土色胎。
甜白釉雙耳瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=940448&randomCode=1623918282,陶瓷器,明 永樂,高40.7公分 口徑10.7公分 底徑12.5公分 雙耳瓶盤口、長頸，圓腹，圈足做雙台式。瓶頸兩側各飾一象首耳。通體施白釉，僅圈足著地處無釉。這件瓶子高40.7公分，胎骨及釉層皆厚重。對照舊金山亞洲藝術博物館及上海博物館收藏的明代洪武時期釉裏紅獸耳瓶，以及景德鎮珠山遺址發現口沿書有「永樂元…供養」及「永樂四年…供養」字樣的盤口長頸瓶殘片，推測其可能為永樂時期作品。另，本器上貼有黃籤「世宗憲皇帝」，暗示本件雙耳瓶或許曾為清代雍正皇帝用器。
紅地黃彩雲龍紋蓋罐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=173525&randomCode=1820011674,陶瓷器,明 嘉靖,通高17.5公分 高14.0公分 口徑7.3公分 腹徑13.5公分 底徑9.4公分 紅地黃彩器是嘉靖時創燒的新品種。其是先以高溫燒成白釉器，再施黃釉，經低溫900度左右燒成黃釉器後，又於器上施礬紅彩為地，露出黃色紋飾區塊，再以黑彩勾勒描繪後，二次低溫烘烤而成。也就是說，紅色雖是地色，卻是後於黃釉施加。
「大壑五山」圓墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=334929&randomCode=52638231914,文具,明,高2.0公分 徑16.3公分 圓形墨，邊框起棱，一面模印明代文人焦竑所書〈大壑五山〉銘文，並見模鈐「弱候」印記與款識。另面則模印水面上有五座大山，方別位於四角與中央，正合焦竑所書寫的〈大壑五山〉銘記。此墨圖式見之於明代程君房《程氏墨苑》中，但本墨墨側只有「癸卯」款而無人名款，又其「卯」字有損傷。
「六龍御天頌」圓墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=334936&randomCode=90402346619,文具,明,徑16.0公分 圓形墨，邊框起棱，一面模印程君房所作之〈六龍御天頌〉。另面則模印六龍穿梭於雲間，一龍居中，身形最為碩大，正面向墨面外直視，眼神威嚴。其他五小龍則環繞於大龍周邊。墨側「君房聘袞監製」，聘袞或為與程君房相關之人，但文獻未見有記載。程君房為明代重要的製墨家，所以本墨以白綾布包、紅漆盒、包袱等層層包覆裝置，可見寶愛此墨的用心用意。
御題《萬春集慶》冊〈萬壑春雲〉詩綠墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=336883&randomCode=58894373431,文具,清 嘉慶十四年,長11.36公分 寬5.37公分 高1.82公分 長方形綠色顏料墨，細膩鮮豔。雙面起邊框，皆飾回紋一圈，一面作填金楷書御題詩「御題萬壑春雲冊詩。從龍翔鳳結絪緼，洞壑英英吐白雲，出岫無心羣待族，筆端造化幻繽紛。」另一面模印奇石幻山間，勁松挺立朵雲繚繞。墨兩側各有陽文楷款「嘉慶己巳（1809）年製」、「臣董教增恭錄」。五色畫錠一套十件，共收於雙龍「御題萬春集慶冊五色畫錠」漆盒。
御題《萬春集慶》冊〈萬派春濤〉詩藍墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=336893&randomCode=46312852928,文具,清 嘉慶十四年,長11.57公分 寬5.49公分 高1.79公分 長方形藍色顏料墨，細膩鮮豔。雙面起邊框，皆飾回紋一圈，一面作填金楷書御題詩「御題萬派春濤冊詩。新水淪漣滿四澤，桃花初漲漾輕濤，挂帆擬欲遊天上，境象清幽散彩毫。」另一面模印大海波濤，中有孤帆徜徉其上。五色畫錠一套十件，共收於雙龍「御題萬春集慶冊五色畫錠」漆盒。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220299&randomCode=1506161379,陶瓷器,清 雍正,高4.3公分 口徑9.7公分 底徑3.3公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220495&randomCode=2044805024,陶瓷器,清 雍正,高4.4公分 口徑10.0公分 底徑3.6公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220511&randomCode=509109396,陶瓷器,清 雍正,高4.4公分 口徑10.0公分 底徑3.6公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220515&randomCode=295036502,陶瓷器,清 雍正,高4.3公分 口徑10.0公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220499&randomCode=1466909078,陶瓷器,清 雍正,高4.2公分 口徑9.6公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220503&randomCode=419884338,陶瓷器,清 雍正,高4.2公分 口徑9.6公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220303&randomCode=548361697,陶瓷器,清 雍正,高4.3公分 口徑9.9公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220507&randomCode=1955579966,陶瓷器,清 雍正,高4.2公分 口徑9.9公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220519&randomCode=992420056,陶瓷器,清 雍正,高4.4公分 口徑10.0公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220387&randomCode=502018463,陶瓷器,清 雍正,高4.2公分 口徑9.7公分 底徑3.4公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220239&randomCode=1982381106,陶瓷器,清 雍正,高4.3公分 口徑9.9公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220391&randomCode=1343791947,陶瓷器,清 雍正,高4.2公分 口徑9.6公分 底徑3.6公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220243&randomCode=662489077,陶瓷器,清 雍正,高4.4公分 口徑9.9公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220395&randomCode=1561494364,陶瓷器,清 雍正,高4.3公分 口徑10.0公分 底徑3.6公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
鬥彩纏枝番蓮紋碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1220399&randomCode=1625648987,陶瓷器,清 雍正,高4.3公分 口徑9.7公分 底徑3.5公分 敞口，深壁，矮圈足。內壁純白無紋飾，碗心畫纏枝番蓮一朵。外壁畫纏枝番蓮四朵，底邊畫蓮瓣紋一周。內外口足間分飾青線七道。底有青花書「大清雍正年製」二行六字楷款，外加雙圈。
豇豆紅釉萊菔瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=594331&randomCode=535910536,陶瓷器,清 康熙,高19.7公分 口徑3.3公分 底徑3.8公分 小口窄唇，長頸，豐肩，斂腹，淺圈足。頸飾弦紋二道。胎骨較厚，鮮紅釉深淺不勻，有紅、綠色斑點，口沿呈米色邊，弦紋露白骨。底有青花書「大清康熙年製」六楷字款。
霽青釉僧帽壺,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=870447&randomCode=221892128,陶瓷器,清 乾隆,通寬19.1公分 高19.5公分 足徑7.2公分 口沿呈三階漸高邊，形似僧伽帽，故名。尖流，直頸，圓腹，弓形把，帶蓋，蓋及把均有穿帶孔。全器除蓋及圈足底露白胎外滿施霽青釉，釉色濃青，為乾隆朝仿明初僧帽壺之作，底鈷料書「大清乾隆年製」六字二行篆款。僧帽壺形制特別，口沿造型與多穆壺相近。這件僧帽壺應沿襲永樂、宣德僧帽壺造型而來，都是藏人盛放奶茶的禮佛用器，材質除瓷器外還有玉器、宜興紫砂、掐絲琺瑯等。
紅釉瓷太白尊,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1306175&randomCode=2119680103,陶瓷器,清 康熙,口徑3.5公分 底徑12.7公分 高9.7公分 太白尊，小圓口，口沿突起，短頸，腹呈半球形，愈下愈大，平底淺凹足，器裏及底均施白釉。器外壁呈豇豆紅間蘋果綠細點，釉下淺劃團龍三組。口沿現白邊。底足團刮去一團無釉露白骨。底有青花三行六字楷款︰「大清康熙年製」。《陶雅》謂：「太白尊，以供折枝梅，可以入畫」。
霽青釉海棠式盆,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=654800&randomCode=295036502,陶瓷器,清,高9.9公分 口徑長27.4公分 寬22.6公分 底徑長17.7公分 寬12.1公分 四瓣海棠式花盆，折沿，直壁、平底，坐於海棠花式圈足上。平修足底，底心一圓型滲水孔。器表施藍釉，盆內白釉，底露白胎，質堅細膩。口沿一線露白，俗稱燈草邊。釉表佈滿細針孔狀橘皮紋，整體形制大方，器內多使用痕跡，為清早期的作品。院藏〈清霽青釉海棠式花盆〉（中瓷04115），內施白釉，外罩寶藍色釉，潔淨高雅，也同為例證。　清人王圖炳（1668-1743）畫冬景花卉〈盆梅〉（故畫03243-6），一霽青海棠式花盆，口沿繞鼓釘一圈。盆內白梅枝幹奇屈，倚拳石而生，必是經過多年綑綁雕作而成。白梅盛開，與寶藍色花盆形成寧靜雅緻的氛圍。
